town,website,first_name,practises,name,phone2,recommendation_number,phone1,recommendation_percentage,county,url,year_established,stars,postal_code,people1,people2,people3,number_of_stars,size
,,,"Admiralty Law,Maritime Law,Personal Injury",Frederick W. Meeker,,,,,,https://www.martindale.com/hampton-bays/new-york/frederick-w-meeker-423044-f/,,4.4,,,,,[1],
,,,"Civil Litigation,Trial Practice,Appellate Practice,Federal Practice,Corporate Law,Commercial Law,Banking Law,Financial Transactions,Computer Law,Insurance,Property Insurance,Environmental Law,Torts,Real Estate,Real Estate Financing,Labor And Employment,Creditor'S Rights,Reinsurance,Insurance Coverage Disputes  Law,Internet Law,Alternative Dispute Resolution,Intellectual Property,Land Use,Zoning Law,Personal Injury,Family Law,Matrimonial Law,Taxation,Healthcare  Law,White Collar Criminal Defense",Budd Larner A Professional Corporation,,,,,,https://www.martindale.com/new-york/new-york/budd-larner-a-professional-corporation-456954-f/,,4.7,,,,,[18],
,,,"General Civil Practice,State Government Law,Federal Practice,Commercial Law,Negligence,Insurance,Fire Insurance,Workers Compensation,Condemnation,Malpractice,Products Liability,Subrogation,Trial Practice,Appellate Practice","Petrone & Petrone, P.C.",,,,,,https://www.martindale.com/syracuse/new-york/petrone-and-petrone-p-c-560177-f/,,4.3,,,,,[12],
,,,,"Durkin & Polera, P.C.",,,,,,https://www.martindale.com/white-plains/new-york/durkin-and-polera-p-c-561550-f/,,4.4,,,,,[2],
,,,"Anti-Corruption Group,Antitrust and Competition Law,Appellate,Bankruptcy and Financial Restructuring,Benefits and Compensation,Biotech Patent Group,Broker Dealer / Investment Adviser,Capital Markets,Class Action Litigation,Clean Technology,Closely Held Businesses,Construction Litigation,Corporate and Securities Law,Corporate Governance and Compliance,Corporate Trust Services,Dorsey Health Strategies,Electronic Discovery,Energy Regulation,Environmental,ERISA Litigation,Executive Compensation,Finance & Restructuring - Credit Transactions,Financial Services Regulatory,Franchise and Distribution Law,Funds,Government Contracts,Health Litigation,Health Transactions and Regulations,Immigration,Indian and Gaming,Insurance Law,Intellectual Property Litigation,International Arbitration and Litigation,International Trade,Labor and Employment,Legal Mine Document Review Solutions,Legislative,Life Sciences and Health Care,Mergers and Acquisitions,National Security Law,Non-Profit and Tax Exempt Organizations,Patent Prosecution, Portfolio Strategy and Management,Privacy and Social Media,Private Equity,Products Liability,Professional Malpractice,Project Development and Finance,Public Finance,Real Estate and Land Use,Regulatory Affairs,Securities Litigation and Enforcement,Securitization,Tax Litigation,Tax, Trusts and Estates,Technology Commerce,Trademark, Copyright, Advertising and Brand Management,Trusts and Estates Litigation,Venture Capital and Emerging Companies,White Collar Crime and Civil Fraud",Dorsey & Whitney LLP,,,,,,https://www.martindale.com/new-york/new-york/dorsey-and-whitney-llp-455012-f/,,4.8,,,,,[285],
,,,"Commercial Litigation,Defense Of Catastrophic Personal Injury,Defense Of Class Action,Civil Rights Suits,Employment Counseling,Litigation,Insurance,Insurance Coverage Analysis,Reinsurance Counseling,Arbitration,Product Liability,Toxic Tort Defense,Commercial Trucking,Motor Vehicle Defense,Professional Liability,Health Care Litigation,Erisa,Lanham Act,Trademarks,Unfair Competition,Trade Secret  Litigation,Construction Defects,Real Estate,Zoning Law,Land Use,Government Affairs,Criminal Defense,Workers' Compensation Defense,Trial Practice,Appellate Practice","Christie Pabarue & Young, PC",,,,,,https://www.martindale.com/new-york/new-york/christie-pabarue-and-young-pc-520239-f/,,4.7,,,,,[15],
,,,"General Civil Practice,Real Estate,Probate,Education Law,Municipal Law","Dranitzke, Lechtrecker Trabold & Johnson",,,,,,https://www.martindale.com/patchogue/new-york/dranitzke-lechtrecker-trabold-and-johnson-544181-f/,,4.6,,,,,[1],
,,,"Litigation,Products Liability,Toxic Torts,Commercial Law,Environmental Law,Administrative Law,Insurance,Health Care,Appellate Practice","Tansey, Fanning, Haggerty, Kelly, Convery and Tracy",,,,,,https://www.martindale.com/staten-island/new-york/tansey-fanning-haggerty-kelly-convery-and-tracy-556824-f/,,4.8,,,,,[1],
,,,,Stibbe P.C.,,,,,,https://www.martindale.com/new-york/new-york/stibbe-p-c-542012-f/,,,,,,,,
,,,"Antitrust & Competition,Appellate & Supreme Court,Banking & Debt Capital Markets,Commercial Litigation,Compensation & Benefits,Emerging Companies,Emerging Markets,Employment Law & Litigation,Energy,Equity Capital Markets,Infrastructure,Insurance","Orrick, Herrington & Sutcliffe LLP",,,,,,https://www.martindale.com/new-york/new-york/orrick-herrington-and-sutcliffe-llp-489768-f/,,4.8,,,,,[177],
,,,"Affirmative Action/OFCCP Compliance,Healthcare,Alternative Dispute Resolution,Higher Education,Appellate Practice,Hiring, Performance Management and Termination,Background Checks,Hospitality,Business Restructuring,International Employment Law,Class Actions,Labor Management Relations,Competition and Trade Secret Law,Leaves of Absence and Disability Accommodation,Complex Litigation and Jury Trials,Legislative and Regulatory Practice,Corporate Compliance and Ethics,Policies, Procedures and Handbooks,Corporate Diversity and Inclusion,Retail,Digital Workplace,Staffing and Contingent Workers,Discrimination and Harassment,Transportation,E-Discovery,Wage and Hour,Employee Benefits,Whistle blowing and Retaliation,Employment Taxes,Workers' Compensation,ERISA and Benefit Plan Litigation,Workplace Policy Institute,Executive Compensation,Workplace Privacy and Data Security,Global Mobility and Immigration,Workplace Safety and Health - OSHA & MSHA",Littler Mendelson P.C.,,,,,,https://www.martindale.com/new-york/new-york/littler-mendelson-p-c-468741-f/,,4.7,,,,,[655],
,,,"Accounting,Affirmative Action & OFCCP Compliance,Alternative Dispute Resolution,Antitrust & Trade Regulation,Asset Securitization,Bank & Lender Liability,Bank & Thrift Regulation & Enforcement,Bank Mergers & Acquisition Strategy,Bankruptcy & Creditors' Rights,Broker/Dealer,Business Immigration,Class Action Defense,Complex Litigation,Construction,Corporate & Corporate Governance Services,Data Privacy & Security,Directors & Officers,Employee Benefits & Executive Compensation,Employment,Employment Class Action Defense,Employment Law Training,Environmental,Estate Planning,Finance & Secured Lending,Finance & Transactions,Franchise & Dealer Liability,Gaming Law,General Equipment Leasing & Finance,Government Contracts,Government Enforcement & Special Investigations,Health Care & Health Care Finance,Information Management & E-Discovery,Information Technology & Licensing,Infrastructure Development & Finance,Insurance,Intellectual Property,Intellectual Property Litigation,Investment Services,Labor Relations,Mergers & Acquisitions,Private Equity & Venture Capital,Product Liability & Mass Tort,Real Estate,Restrictive Covenants & Trade Secrets,Securities & Capital Markets,Securities Litigation,Tax,Trade & Professional Associations,Transportation,Wage & Hour Compliance","Vedder Price, P.C.",,,,,,https://www.martindale.com/new-york/new-york/vedder-price-p-c-509806-f/,,4.8,,,,,[130],
,,,"Antitrust/Competition,Appellate and Supreme Court,Attorney Liability,Bankruptcy and Corporate Restructuring,Compensation and Benefits,Congressional Investigations,Consumer Product Safety,Consumer Protection and Advertising,Corporate",Arnold & Porter LLP,,,,,,https://www.martindale.com/new-york/new-york/arnold-and-porter-llp-451028-f/,,4.9,,,,,[133],
,,,"Bankruptcy & Restructuring,Business & Financial Services Litigation,Class Action/Multi-District Litigation,Construction and Infrastructure,Corporate, Securities and Financial Institutions,Crisis Management,E-Discovery,Environment & Energy,Executive Compensation,Franchising and Distribution Law,Government Contracts,Government Investigations & White Collar Criminal Defense,Health Care,Immigration,Insurance Coverage,Intellectual Property/Information Technology,International,Investment Management,Labor & Employment Law,Private Clients,Product Liability,Public Finance,Public Strategy,Real Estate,Redevelopment,Tax & Employee Benefits","McCarter & English, LLP",,,,,,https://www.martindale.com/new-york/new-york/mccarter-and-english-llp-485503-f/,,4.8,,,,,[137],
,,,"Civil Litigation,Trial Practice,Appellate Practice,Real Estate,Tax Certiorari,Condemnation,Eminent Domain,Corporate Law,Construction Law,Securities,Sports Law",The Law Firm of Vincent A. DeIorio,,,,,,https://www.martindale.com/new-york/new-york/the-law-firm-of-vincent-a-deiorio-464707-f/,,5.0,,,,,[1],
,,,"Antitrust and Unfair Competition Arrow,Corporate Arrow,Energy Regulation,Markets and Enforcement Arrow,Environment and Natural Resources Arrow,Financial Restructuring Arrow,Global Project Finance Arrow,Government Contracts,Intellectual Property",Akin Gump Strauss Hauer & Feld LLP,,,,,,https://www.martindale.com/new-york/new-york/akin-gump-strauss-hauer-and-feld-llp-449753-f/,,4.8,,,,,[134],
,http://www.morganrothlaw.com,Mayer,"Litigation,Business Law,Commercial Law,Commercial Real Estate,Appellate Practice,Civil Practice,Banks And Banking,Bankruptcy,Alternative Dispute Resolution,Civil Rights,Partnership Law,Rico,Corporate Law,White Collar Crime,Criminal Law,Copyrights,Torts,Contracts,Professional Liability,Fraud and Deceit,Trademarks,Toxic Torts,Family Law,General Practice,Entertainment and the Arts","Morganroth & Morganroth, PLLC",,,212-586-5905,,,https://www.martindale.com/new-york/new-york/morganroth-and-morganroth-pllc-487513-f/,,4.7,,Mayer Morganroth|Member,Jeffrey B. Morganroth|Member,,[1],[2]
,,,"Bankruptcy and Creditors' Rights,Branding, Trademarks and Copyrights,Commercial Litigation,Construction and Surety,Corporate,Energy,Environmental,Family and Matrimonial Law,Financial Institutions and Lending,Health Care and Human Services,Health Care Controversies,Immigration,Indian Law,Insurance Coverage and Regulation,Intellectual Property Litigation,International Business,Labor and Employment,Land Use and Zoning,Lobbying and Election Law Compliance,Mass and Toxic Torts,Media and First Amendment Law,Patents and Prosecution,Professional Liability,Project Development,Public Finance,Real Estate,Real Property Tax and Condemnation,Regulatory,Tax,Telecommunications,Torts and Products Liability Defense,Trusts and Estates,White Collar","Barclay Damon, LLP",,,,,,https://www.martindale.com/buffalo/new-york/barclay-damon-llp-408091-f/,,4.7,,,,,[18],
,,,,Law Offices of John T. Loforese LLC,,,,,,https://www.martindale.com/white-plains/new-york/law-offices-of-john-t-loforese-llc-566750-f/,,4.4,,,,,[2],
,,,"Bankruptcy and Creditors' Rights,Branding, Trademarks and Copyrights,Commercial Litigation,Construction and Surety,Corporate,Energy,Environmental,Family and Matrimonial Law,Financial Institutions and Lending,Health Care and Human Services,Health Care Controversies,Immigration,Indian Law,Insurance Coverage and Regulation,Intellectual Property Litigation,International Business,Labor and Employment,Land Use and Zoning,Lobbying and Election Law Compliance,Mass and Toxic Torts,Media and First Amendment Law,Patents and Prosecution,Professional Liability,Project Development,Public Finance,Real Estate,Real Property Tax and Condemnation,Regulatory,Tax,Telecommunications,Torts and Products Liability Defense,Trusts and Estates,White Collar","Barclay Damon, LLP",,,,,,https://www.martindale.com/rochester/new-york/barclay-damon-llp-550612-f/,,4.7,,,,,[18],
,,,"General Practice With An Emphasis On Antitrust,Banking Law,Lending,Bankruptcy,Workouts,Business Law,Construction Law,Corporate Finance,Education Law,Emerging Business Law,Energy,Project Finance,Environmental Law,Franchising,Government Relations,Health Services,Immigration Matters,International Law,Labor And Employment,Employee Benefits,Litigation,Mergers And Acquisitions,Not-For-Profit,Real Estate,Technology Law,Intellectual Property,Personal Services,Public Finance,Regulated Industries,Tax Law,Trusts And Estates,Charitable Giving,New Media Law,Telecommunications Law",Nixon Peabody LLP,,,,,,https://www.martindale.com/rochester/new-york/nixon-peabody-llp-550246-f/,,4.8,,,,,[281],
,,,,"Steven A. Certilman, P.C.",,,,,,https://www.martindale.com/new-york/new-york/steven-a-certilman-p-c-458798-f/,,4.9,,,,,[10],
,,,,"Carroll, Guido & Groffman, LLP",,,,,,https://www.martindale.com/new-york/new-york/carroll-guido-and-groffman-llp-458456-f/,,5.0,,,,,[9],
,,,"General Commercial Practice,Canadian and US Federal and State Taxation,Corporate Law,Securities,International Business Law,Tax Law,Financial Law,Trade,International Commercial Arbitration",Davies Ward Phillips & Vineberg LLP,,,,,,https://www.martindale.com/new-york/new-york/davies-ward-phillips-and-vineberg-llp-449029-f/,,4.6,,,,,[128],
,,,"Commercial Law,Real Estate,Shopping Center Law,Mortgages,Negligence,Torts",Blauman and McCabe,,,,,,https://www.martindale.com/bronx/new-york/blauman-and-mccabe-395143-f/,,4.4,,,,,[1],
,,,"Aboriginal Law-Canada,Arbitration,Banking and Finance,Capital Markets,Competition and Antitrust,Corporate,Corporate Governance,Employment and Labor,Energy,Environment and Natural Resources,Franchising and Distribution,Health Care,Immigration,Insurance,Intellectual Property and Technology,Life Sciences,Litigation and Dispute Resolution,Mergers and Acquisitions,Mining,Native American Law and Policy-United States,Notary Services-Germany,Pensions, Benefits and Executive Compensation,Privacy and Security,Private Equity,Project Development,Public International Law,Public Law,Public Policy and Regulation,Real Estate,Restructuring, Insolvency and Bankruptcy,Securities and Corporate Finance,Tax,Trade, WTO and Customs,Transportation,Trusts, Estates and Wealth Preservation,Venture Technology and Emerging Growth Companies",Dentons US LLP,,,,,,https://www.martindale.com/new-york/new-york/dentons-us-llp-450268-f/,,4.9,,,,,[400],
,http://www.bklawyers.com,Jules,"Employee Benefits,Litigation,Employment,Labor",Blitman & King LLP,,,585-232-5600,,,https://www.martindale.com/rochester/new-york/blitman-and-king-llp-549003-f/,,4.9,,Jules L. Smith|Partner,Timothy R. Bauman|Managing Partner,Nolan Lafler|Associate,[2],[3]
,,,"Business Services,Commercial Financial Services,Conflict Minerals,Corporate and Securities,Corporate Governance,Corporate Restructuring and Bankruptcy,Distressed Debt,Emerging Growth,Employee Benefits and Executive Compensation,Family Business,Intellectual Property,Mergers, Acquisitions and Joint Ventures,Project Finance,Real Estate,Securities Offerings and Public Company Compliance,Securitizations and Structured Finance,Small Business Investment Company-SBIC Practice,Sustainability, Clean Tech and Climate Change Team,Tax,Trusts and Estates,Venture Capital,Government Regulation,Business Integrity,Environment and Energy,Financial Services Enforcement Response Team,Government Contracts,HIPAA,Independent Contractor Compliance Practice,Privacy, Security and Data Protection,Securities Enforcement and Litigation,International,Canadian,French Desk,International Arbitration and Mediation,International Trade Finance,Israel Desk,Italian Desk,U.S.-India,Pro Bono/Public Service,Industry-Focused Services,Affordable Housing and Community Development,Construction Law,Consumer Financial ServicesConsumer Financial Services,Credit Crisis Response Team,Education Counseling, Litigation and Investigation Services,Energy Practice,Financial Services,Food and Beverage Industry,Funds Services,Gaming Industry Counseling, Litigation and Investigative Services,Group Purchasing Organizations and Buying Cooperatives,Insurance & Reinsurance,Investment Funds Industry Group,Investment Management,Life Sciences,Marcellus Shale Practice,Media, Communications and Entertainment,Medical Devices,Mortgage Banking,Natural Resources,Nonprofit Organizations and Foundations,Pharmacy Industry,Power Plant Projects,Private Equity,Retail Industry,Technology and IP Transactions,Transportation,Litigation,Antitrust and Competition,Appellate Practice,Arbitration, Mediation and Other Alternative Dispute Resolution,Class Action Litigation,Commercial Litigation,Consumer Fraud Litigation,Corporate Risk Management, Stockholder Litigation, and Special Committee Representation,Discovery Services,ERISA and Employment Litigation,First Amendment Litigation,Franchise, Distribution and Marketing Litigation,Health Effects Litigation,Intellectual Property Litigation,Labor & Employment,Non-Compete and Trade Secrets Practice Team,Professional Responsibility Litigation,Real Estate Litigation,Regulatory Litigation,Securities and Financial Services Enforcement Group,Securities Litigation,Toxic Tort Litigation,White Collar Litigation and Investigations",Pepper Hamilton LLP,,,,,,https://www.martindale.com/new-york/new-york/pepper-hamilton-llp-507043-f/,,4.8,,,,,[290],
,,,"Corporate Practice,Mergers and Acquisitions,Securities,International Finance,Banking Law,International Law,Domestic Relations,International Taxation,EU Law,Corporation Law,Labor and Employment,Bankruptcy,Environmental Law,Energy,Antitrust,Unfair Competition,Telecommunications Law,Patents,Trademarks,Alternative Dispute Resolution,Counselling in International Commercial Transactions,Italian, EU and International Practice",Studio Legale Bisconti,,,,,,https://www.martindale.com/new-york/new-york/studio-legale-bisconti-454415-f/,,,,,,,,
,,,"Asset Finance,Banking Law,Capital Markets,Construction and Engineering,Corporate Law,Merger Control,Corporate Tax,Employee Incentives,Employment Law,Environment,European Union Law,Competition,Financial Markets,Intellectual Property,Information Technology,Communications Law,Investment Management,Litigation,Arbitration,Pensions,Planning Law,Private Equity,Projects,Real Estate,Business Reorganization,Insolvency,Structured Finance,Trusts",Linklaters LLP,,,,,,https://www.martindale.com/new-york/new-york/linklaters-llp-483586-f/,,5.0,,,,,[4],
,http://www.krklaw.com,Shawn,"Insurance Defense,General Civil Practice,Federal Practice,Medical Law,Professional Malpractice,Personal Injury,Casualty Insurance,Commercial Law,Trial  Litigation,Appellate Practice","Kelly, Rode & Kelly, LLP",,,631-727-0110,,,https://www.martindale.com/riverhead/new-york/kelly-rode-and-kelly-llp-547956-f/,,5.0,,Shawn P. Kelly|Member,George J. Wilson|Member,John W. Hoefling|Member,[1],[17]
,,,,LM Naval Electronics & Surveillance Systems,,,,,,https://www.martindale.com/syracuse/new-york/lm-naval-electronics-and-surveillance-systems-559031-f/,,4.4,,,,,[6],
,,,"Civil Litigation,Criminal Law,Environmental Law,Toxic Torts,Product Liability,Public Entity  Litigation,Real Estate,Condominium Associations,Property Claims,General Negligence,Commercial Law,Corporate Law,Land Use,Appellate Practice,Transportation,Creditor'S Rights,Banking Law,Securities Litigation,Arbitration,Bankruptcy","Nowell Amoroso Klein Bierman, P.A.",,,,,,https://www.martindale.com/new-york/new-york/nowell-amoroso-klein-bierman-p-a-445591-f/,,4.4,,,,,[30],
,,,"Admiralty Law,Maritime Law,Alternative Dispute Resolution,Appellate Practice,Aviation Law,Business Litigation,Construction Law,Contract Interpretation,Insurance Coverage Analysis,Corporate Law,Finance,All Aspects,Emerging Business Law,Technology Law,Employment Law,Entertainment Law,Sports Law,Environmental Law,Family Law,Fire,Arson Fraud,General Liability,Insurance Agency Sales,Mergers And Acquisitions,Intellectual Property,Product Liability,Professional Liability,Such As Medical,Legal,Insurance Agents,Architects,Engineers,Stock Brokers,Realtors,Real Estate,Regulatory Law,Reinsurance,Transportation,Workers' Compensation,Insurance Defense",Morrison Mahoney LLP,,,,,,https://www.martindale.com/new-york/new-york/morrison-mahoney-llp-444372-f/,,4.7,,,,,[6],
,,,"General Civil Commercial,Trial Practice,Corporate Law,Corporate Financing,Mergers And Acquisitions,Pension Plans,Real Estate,Leasing,Cooperatives,Condominiums,Wills,Estate Planning,Probate,Municipal Bonds,Zoning Law,Matrimonial Law,Labor Law",Joseph & Feldman,,,,,,https://www.martindale.com/new-york/new-york/joseph-and-feldman-506097-f/,,5.0,,,,,[1],
,,,"International Corporate Law,Corporate Law,Real Estate","Christian M. Van Pelt, P.C.",,,,,,https://www.martindale.com/new-york/new-york/christian-m-van-pelt-p-c-444488-f/,,,,,,,,
,,,Customs and International Trade Law and Related International Commercial Business Transactions,Simons & Wiskin,,,,,,https://www.martindale.com/new-york/new-york/simons-and-wiskin-443865-f/,,5.0,,,,,[1],
,,,"Family Law,Real Estate,Corporate Law,Immigration Law,Immigration And Naturalization,Commercial Real Estate,Commercial Transactions,Commercial Leasing","Stein Simpson & Rosen, P.A.",,,,,,https://www.martindale.com/new-york/new-york/stein-simpson-and-rosen-p-a-506084-f/,,5.0,,,,,[1],
,,,"Business Development,Commercial Contracts,Condominium Associations,Construction Law,Consumer Protection,Environmental Practice,Labor Relations and Employment,Land Use,Litigation,Professional Liability Defense,Real Estate Transactions","Tesser & Cohen, Attorneys at Law",,,,,,https://www.martindale.com/new-york/new-york/tesser-and-cohen-attorneys-at-law-446200-f/,,4.6,,,,,[4],
,,,"Mergers and Acquisitions,Banks and Banking,Taxation,Business Law,Civil Law,Commercial,Company Law,Corporate,European Union Law,Finance,Insurance Law,International Law,Litigation,Labor and Employment,Real Estate,Securities.",Goutier & Partner GbR,,,,,,https://www.martindale.com/new-york/new-york/goutier-and-partner-gbr-541924-f/,,,,,,,,
,,,"Class Actions,Construction,Copyright, Patent and Trademark,Industrial and Consumer Products,Automotive,Aviation,Chemical,Food,Heavy industrial machinery,Medical and medical device,Pharmaceutical,Mass Torts,Premises Liability,Product Communications and Warnings,Professional Liability,Risk Management,Toxic Torts,Appellate Practice,Business services for public and closely held companies and nonprofit organizations,Bankruptcy and Workouts,Contract Negotiations,Employee Issues,Formation of Business Organizations,Mergers, Acquisitions and Dispositions,Real Estate,Secured Lending,Taxation,Private Client Group,Tax Planning,Trust and Estate Planning and Administration","Lavin, O'Neil, Ricci, Cedrone & DiSipio",,,,,,https://www.martindale.com/new-york/new-york/lavin-o-neil-ricci-cedrone-and-disipio-446745-f/,,4.7,,,,,[3],
,,,"Aviation,Corporate Insurance,Environmental,Insurance,Reinsurance,Litigation,Trial Practice,Product Liability.",Dombroff & Gilmore,,,,,,https://www.martindale.com/new-york/new-york/dombroff-and-gilmore-445131-f/,,4.7,,,,,[1],
,,,Personal Injury,"Maggiano, DiGirolamo, Lizzi & Roberts, P.C.",,,,,,https://www.martindale.com/new-york/new-york/maggiano-digirolamo-lizzi-and-roberts-p-c-441392-f/,,5.0,,,,,[25],
,,,"Bankruptcy,Insolvency,Federal Litigation,Commercial Law,Real Estate,Real Estate Workouts,Asset Protection Planning","Rattet Pasternak, LLP",,,,,,https://www.martindale.com/new-york/new-york/rattet-pasternak-llp-446388-f/,,5.0,,,,,[1],
,,,"Appellate Practice,Civil Trial Practice,Commercial Litigation,Insurance Defense,Product Liability,Toxic Torts,Workers Compensation,Premises Liability,Professional Liability","Wilbraham, Lawler & Buba A Professional Corporation",,,,,,https://www.martindale.com/new-york/new-york/wilbraham-lawler-and-buba-a-professional-corporation-441225-f/,,4.5,,,,,[3],
,,,"Workers' Compensation,Vision Loss/Hearing Loss,Neck and Back Injuries,Knee Shoulder and Joint Injuries,Construction Accidents,Social Security Disability,Supplemental Security Income","Ouimette, Goldstein & Andrews, P.C.",,,,,,https://www.martindale.com/new-windsor/new-york/ouimette-goldstein-and-andrews-p-c-440844-f/,,4.3,,,,,[4],
,,,"General Trial,Appellate Practice,State Government Law,Federal Practice,Administrative Law,Legislative Practice,Regulatory Law,Antitrust,Communication,Construction Law,Corporate Law,Creditors' Rights,Workouts,Bankruptcy,Education Law,Employment Law,Environmental Law,Trusts And Estates,Financial Planning,Health Care,Insurance Defense,Intellectual Property,Immigration Law,Labor And Employment,Municipal Bonds,Negligence,Product Liability,Osha,Pension Plans,Employee Benefits,Personal Injury,Probate,Public Finance,Real Property,Securities,Taxation,Zoning Law","Bond, Schoeneck & King, PLLC",,,,,,https://www.martindale.com/albany/new-york/bond-schoeneck-and-king-pllc-386915-f/,,4.7,,,,,[415],
,,,"Intellectual Property,Corporate,Real Estate,Restructuring,Government & Internal Investigations,Antitrust & Competition,Litigation,Regulatory,Tax,Benefits & Estate Planning",Kirkland & Ellis LLP,,,,,,https://www.martindale.com/new-york/new-york/kirkland-and-ellis-llp-447399-f/,,4.9,,,,,[262],
,,,,"Schwartz & Silverstein, LLP",,,,,,https://www.martindale.com/new-york/new-york/schwartz-and-silverstein-llp-444325-f/,,4.4,,,,,[19],
,,,"Customs & Other Agencies,Anti-Corruption Compliance & Investigations,Border Security Program: C-TPAT,Classification,Customs Communications, Investigations & Regulatory Audits,Import Compliance,Duty Drawback,Foreign Trade Zones & Other Duty Deferral Programs,Free Trade Agreements & Other Preference Programs,Hazardous Materials Compliance & Defense,Product Safety,Rules of Origin Determinations & Country of Origin Marking,Valuation,Export Controls & Economic Sanctions,Commodity Jurisdiction & Classification Determinations,U.S. Embargoes & Economic Sanctions,Licensing & Screening,Deemed Exports/Technical Data Transfers,Antiboycott Compliance,Automated Export System (AES) Compliance & AES Trade Data Analysis,Export Enforcement Representation,Export Compliance Programs,Internal Review & Audits,FDA Regulatory & Life Sciences Practice,Foods, Beverages & Dietary Supplements,Drugs & Biologics,Medical Devices,Cosmetics,Intellectual Property,International Trade Policy & Government Relations,Trade Policy & Trade Negotiations,Legislative Advocacy,Miscellaneous Tariff Bills: Representation & Advocacy,Litigation & Dispute Resolution,Alternative Dispute Resolution,Civil Detention & Forfeitures,Commercial Litigation,Customs & International Trade Litigation,Intellectual Property Litigation,Surety & Insurance Practice,Transportation & Cargo Litigation,Trade Remedies Advocacy","Sandler, Travis & Rosenberg, P.A.",,,,,,https://www.martindale.com/new-york/new-york/sandler-travis-and-rosenberg-p-a-499103-f/,,4.9,,,,,[19],
,http://www.schnader.com,Barry,"Admiralty And Maritime Law,Antitrust And Trade Regulation,Asset Based Finance,Aviation And Aerospace,Business Law,Commercial Law,Contracts,Corporate Law,Debtor And Creditor,Elder Law,Equipment Leasing,Family Law,Health Care,Insurance,Intellectual Property,International Law,Labor And Employment,Legal Malpractice,Litigation,Arbitration,Mergers And Acquisitions,Products Liability,Professional Liability,Public Finance,Real Estate,Securities,Taxation,Transportation,Trusts,Estates,Wills,Probate",Schnader Harrison Segal & Lewis LLP,,,212-973-8000,,,https://www.martindale.com/new-york/new-york/schnader-harrison-segal-and-lewis-llp-496025-f/,,4.9,,Barry S. Alexander|Partner,"M. Christine Carty|Partner, New York Office Managing Partner",Dennis O. Cohen|Partner,[110],[32]
,,,"Corporate Governance,Hotel and Hospitality,Intellectual Property,Antitrust and Trade Regulation Law,Environmental Practice,Oil and Gas,Real Estate,General Contract and Tort,Insurance,Bankruptcy,International Arbitration","Brewer, Attorneys & Counselors",,,,,,https://www.martindale.com/new-york/new-york/bickel-and-brewer-461093-f/,,4.6,,,,,[10],
,,,"Administrative Law,Civil Law,Private,Public International  Law,Company Law,Trade Law,Trade Disputes,Taxes,Banking Law,Financial Law,Mergers And Acquisitions,Privatizations,Antitrust,Competition Law,Securities,Media Law,Telecommunications Law,Energy,Corporate Law,Government",Nagy & Trócsányi LLP,,,,,,https://www.martindale.com/new-york/new-york/nagy-and-trocsanyi-llp-444069-f/,,,,,,,,
,,,"General Civil Practice,Federal Practice,Commercial Law,Commercial Litigation,Negligence,Products Liability,Probate,Real Estate","Barr & Associates, P.C.",,,,,,https://www.martindale.com/new-york/new-york/barr-and-associates-p-c-443582-f/,,4.4,,,,,[1],
,,,,Belair & Evans LLP,,,,,,https://www.martindale.com/mineola/new-york/belair-and-evans-llp-436619-f/,,5.0,,,,,[1],
,,,"General Civil Trial Practice,Insurance Defense,Insurance Litigation,Municipal Bonds,General Liability,Civil Rights,Products Liability,Workers Compensation,Toxic Torts,Transportation,Professional Malpractice,Medical Malpractice,Nursing Home Liability","Mintzer, Sarowitz, Zeris, Ledva & Meyers, LLP",,,,,,https://www.martindale.com/new-york/new-york/mintzer-sarowitz-zeris-ledva-and-meyers-llp-442651-f/,,5.0,,,,,[14],
,,,"General Practice,Commercial Litigation,Construction Law,Corporate Law,Higher Education Law,Family Law,Health Care,Municipal Bonds,Zoning Law,Personal Injury,Real Estate,Trust Law,Estates,Wills,Probates,Civil Trial Practice,Appellate Practice","Schepisi & McLaughlin, P.A. A Professional Corporation",,,,,,https://www.martindale.com/new-york/new-york/schepisi-and-mclaughlin-p-a-a-professional-corporation-441537-f/,,4.7,,,,,[19],
,,,"Civil Litigation,Personal Injury,Negligence,Medical Malpractice,Products Liability,Insurance Defense,Commercial Law,Corporate Law,Real Estate,Estates,Trusts,Creditors Rights,Bankruptcy","Thomas M. Bona, P.C.",,,,,,https://www.martindale.com/newburgh/new-york/thomas-m-bona-p-c-439273-f/,,4.3,,,,,[5],
,http://www.oalaw.com,Stephen,"Civil Litigation,Criminal Law,Appellate Practice,Health Law,Administrative Law,Labor And Employment,Communications Law,Municipal Law,Negligence,Malpractice,Product Liability,Corporate Law,Banking Law,Real Estate,Insurance,Commercial Law,Probate,Taxation,Bankruptcy","O'Connell and Aronowitz, P.C.",,,518-562-0600,,,https://www.martindale.com/plattsburgh/new-york/o'connell-and-aronowitz-p-c-545200-f/,,4.6,,Stephen R. Coffey|Shareholder,Thomas DiNovo|Shareholder,Kelly J. Mikullitz|Shareholder,[73],[4]
,,,"Estate & Trust Planning and Administration,Real Property Law,Federal and State Litigation,Sports Law,Business Organization and Representation",Neufeld & O'Leary,,,,,,https://www.martindale.com/melville/new-york/neufeld-and-o-leary-434611-f/,,5.0,,,,,[1],
